A presença foi 'Não detectada'. [date: 2022-12-16, time: 15:53:25.672199]
usuário pediu para acionar/desligar 'alarme'. [date: 2022-12-16, time: 15:53:27.666057]
O alarme foi Desligado(a). [date: 2022-12-16, time: 15:53:27.667319]
usuário pediu para acionar/desligar 'luz 1'. [date: 2022-12-16, time: 15:58:56.223044]
A lampada foi 'Ligado(a)'. [date: 2022-12-16, time: 15:58:56.224531]
usuário pediu para acionar/desligar 'luz 2'. [date: 2022-12-16, time: 15:58:56.976996]
A lampada foi 'Ligado(a)'. [date: 2022-12-16, time: 15:58:56.978643]
usuário pediu para acionar/desligar 'air-condicionado'. [date: 2022-12-16, time: 15:59:01.983933]
O ar-condicionado foi 'Ligado(a)'. [date: 2022-12-16, time: 15:59:01.985306]
usuário pediu para acionar/desligar 'projetor'. [date: 2022-12-16, time: 15:59:02.229919]
O projetor foi 'Ligado(a)'. [date: 2022-12-16, time: 15:59:02.231287]
usuário pediu para acionar/desligar 'luz 1'. [date: 2022-12-16, time: 15:59:05.989797]
A lampada foi 'Desligado(a)'. [date: 2022-12-16, time: 15:59:05.991476]
usuário pediu para acionar/desligar 'luz 2'. [date: 2022-12-16, time: 15:59:06.235081]
A lampada foi 'Desligado(a)'. [date: 2022-12-16, time: 15:59:06.236680]
usuário pediu para acionar/desligar 'air-condicionado'. [date: 2022-12-16, time: 15:59:06.992069]
O ar-condicionado foi 'Desligado(a)'. [date: 2022-12-16, time: 15:59:06.993878]
usuário pediu para acionar/desligar 'projetor'. [date: 2022-12-16, time: 15:59:07.237357]
O projetor foi 'Desligado(a)'. [date: 2022-12-16, time: 15:59:07.239109]
usuário pediu para acionar/desligar 'alarme'. [date: 2022-12-16, time: 15:59:07.994336]
usuário pediu para acionar/desligar 'alarme'. [date: 2022-12-16, time: 15:59:18.005501]
O alarme foi Desligado(a). [date: 2022-12-16, time: 15:59:18.007776]
usuário pediu para acionar/desligar 'alarme'. [date: 2022-12-16, time: 15:59:19.251601]
A janela foi 'Aberto(a)'. [date: 2022-12-16, time: 15:59:30.345982]
O alarme foi Ligado(a). [date: 2022-12-16, time: 15:59:30.348093]
O alarme foi Ligado(a). [date: 2022-12-16, time: 15:59:30.348649]
A janela foi 'Fechado(a)'. [date: 2022-12-16, time: 15:59:35.264031]
usuário pediu para acionar/desligar 'alarme'. [date: 2022-12-16, time: 15:59:38.028071]
O alarme foi Desligado(a). [date: 2022-12-16, time: 15:59:38.029322]
usuário pediu para acionar/desligar 'alarme'. [date: 2022-12-16, time: 15:59:50.041174]
A fumaça foi 'Detectada'. [date: 2022-12-16, time: 15:59:52.528717]
usuário pediu para acionar/desligar 'alarme'. [date: 2022-12-16, time: 16:00:05.057200]
O alarme foi Desligado(a). [date: 2022-12-16, time: 16:00:05.059472]
usuário pediu para acionar/desligar 'alarme'. [date: 2022-12-16, time: 16:00:07.060995]
usuário pediu para acionar/desligar 'alarme'. [date: 2022-12-16, time: 16:00:08.298303]
usuário pediu para acionar/desligar 'alarme'. [date: 2022-12-16, time: 16:00:09.063591]
usuário pediu para acionar/desligar 'alarme'. [date: 2022-12-16, time: 16:00:35.326670]
usuário pediu para acionar/desligar 'projetor'. [date: 2022-12-16, time: 16:00:38.093333]
O projetor foi 'Ligado(a)'. [date: 2022-12-16, time: 16:00:38.094915]
usuário pediu para acionar/desligar 'alarme'. [date: 2022-12-16, time: 16:00:38.330236]
usuário pediu para acionar/desligar 'alarme'. [date: 2022-12-16, time: 16:00:39.331728]
